rid,org_id,sex,age,tenure_yr,LS_TOT,org_size,W1_SC_p1,W1_SC_p2,W1_SC_p3,W1_WE_p1,W1_WE_p2,W1_WE_p3,W1_TI_p1,W1_TI_p2,W1_TI_p3,W2_SC_p1,W2_SC_p2,W2_SC_p3,W2_WE_p1,W2_WE_p2,W2_WE_p3,W2_TI_p1,W2_TI_p2,W2_TI_p3,W3_SC_p1,W3_SC_p2,W3_SC_p3,W3_WE_p1,W3_WE_p2,W3_WE_p3,W3_TI_p1,W3_TI_p2,W3_TI_p3
R0343,ORG33,2,34,9.0,2.0,491,1.0,2.0,2.0,3.0,4.0,3.0,5.0,5.0,5.0,2.0,2.0,1.0,3.0,2.0,3.0,5.0,5.0,5.0,2.0,3.0,1.0,2.0,3.0,2.0,5.0,4.0,5.0
R0344,ORG34,2,28,6.5,2.6,2780,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0
R0345,ORG34,1,28,3.5,3.0,2780,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,1.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0
R0347,ORG34,2,25,3.1,2.6,2780,4.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
R0348,ORG34,2,26,5.1,2.4,2780,2.0,3.0,2.0,5.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0
R0349,ORG34,2,27,1.2,3.4,2780,1.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0
R0350,ORG35,1,41,5.1,3.1999999999999997,1046,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,
R0351,ORG35,2,32,1.9,4.0,1046,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,
R0352,ORG35,2,34,0.5,3.4,1046,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,,,,,,,,,
R0353,ORG35,2,29,0.1,4.0,1046,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,5.0
R0354,ORG35,1,25,5.6,3.4,1046,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,
R0356,ORG35,2,31,12.6,3.0,1046,2.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,
R0357,ORG35,2,28,1.8,2.6,1046,3.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0
R0358,ORG35,2,36,1.8,2.8000000000000003,1046,4.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,
R0359,ORG36,2,28,0.6,3.0,1117,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0
R0361,ORG36,2,32,1.4,3.0,1117,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0
R0362,ORG36,2,42,3.9,4.6000000000000005,1117,4.0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0363,ORG36,1,34,3.1,4.0,1117,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
R0365,ORG36,1,32,5.9,2.1999999999999997,1117,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0
R0366,ORG36,2,36,5.5,2.1999999999999997,1117,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,5.0
R0367,ORG36,1,36,1.3,4.2,1117,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0
R0368,ORG36,2,36,5.5,4.2,1117,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0
R0369,ORG36,2,27,4.5,3.0,1117,3.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
R0370,ORG36,1,40,1.5,2.0,1117,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,3.0,,,,,,,,,
R0371,ORG36,2,28,0.5,2.6,1117,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0
R0372,ORG37,2,30,1.7,3.6,551,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0
R0373,ORG37,1,27,2.4,3.0,551,3.0,3.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
R0374,ORG37,2,32,3.1,4.3999999999999995,551,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
R0375,ORG37,2,40,2.6,4.2,551,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0
R0376,ORG37,1,31,10.1,3.4,551,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,,,,,,,,,
R0378,ORG37,2,34,2.1,3.8000000000000003,551,3.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
R0380,ORG37,2,27,2.3,3.8000000000000003,551,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0
R0381,ORG37,1,28,1.8,3.8000000000000003,551,3.0,3.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,
R0382,ORG38,1,32,1.0,3.4,2612,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0
R0383,ORG38,1,35,6.6,3.8000000000000003,2612,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,5.0,3.0
R0384,ORG38,2,27,1.6,3.6,2612,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,
R0385,ORG38,2,28,1.0,2.1999999999999997,2612,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0
R0387,ORG38,2,27,4.6,3.5,2612,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0
R0388,ORG38,2,34,0.5,3.0,2612,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,5.0,5.0,4.0
R0389,ORG38,2,28,1.1,3.6,2612,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,,,,,,,,,
R0390,ORG38,1,29,7.6,3.0,2612,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0
R0392,ORG38,1,37,2.7,3.1999999999999997,2612,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0
R0393,ORG39,2,30,6.8,3.1999999999999997,840,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0
R0394,ORG39,2,32,8.6,4.2,840,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,3.0,4.0,2.0,4.0
R0395,ORG39,1,30,2.3,3.8000000000000003,840,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,
R0397,ORG39,1,35,6.2,3.4,840,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0
R0398,ORG39,1,29,2.5,3.0,840,4.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0
R0399,ORG39,1,34,4.4,3.6,840,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,,,,,,,,,
R0400,ORG39,2,24,4.5,3.8000000000000003,840,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0
R0401,ORG39,1,29,3.6,3.8000000000000003,840,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,
R0402,ORG39,2,28,7.1,3.4,840,4.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0
R0403,ORG39,2,29,2.7,4.2,840,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0
R0404,ORG39,2,34,1.9,3.6,840,2.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0
R0405,ORG40,2,29,0.8,4.3999999999999995,1066,1.0,3.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,5.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,5.0
R0407,ORG40,2,27,1.0,4.2,1066,3.0,4.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
R0408,ORG40,1,27,0.5,3.0,1066,4.0,3.0,4.0,3.0,5.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0
R0409,ORG40,2,27,1.8,4.6000000000000005,1066,5.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
R0410,ORG40,2,28,3.0,4.0,1066,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0
R0411,ORG40,1,23,1.5,3.4,1066,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,,,,,,,,,
R0412,ORG40,1,44,1.3,4.2,1066,2.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,
R0413,ORG40,2,36,0.2,4.8,1066,4.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0
R0414,ORG40,2,23,1.2,3.75,1066,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0
R0415,ORG41,1,25,1.9,2.6,341,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0
R0416,ORG41,1,32,2.6,2.8000000000000003,341,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0
R0417,ORG41,1,28,11.3,4.6000000000000005,341,3.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
R0419,ORG41,2,23,0.7,4.0,341,5.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,,,,,,,,,
R0420,ORG41,1,27,0.4,2.0,341,3.0,2.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,,,,,,,,,,,,,,,,,,
R0421,ORG41,1,33,6.7,2.4,341,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0
R0422,ORG41,2,35,8.3,4.3999999999999995,341,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,5.0
R0423,ORG41,2,34,2.1,3.8000000000000003,341,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0
R0425,ORG41,2,43,5.9,3.8000000000000003,341,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0
R0426,ORG41,1,29,4.5,4.3999999999999995,341,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,
R0427,ORG42,2,29,1.2,2.6,2690,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0
R0428,ORG42,2,32,3.2,2.1999999999999997,2690,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,5.0,4.0
R0430,ORG42,2,31,3.2,3.4,2690,1.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0
R0431,ORG42,1,22,7.0,4.0,2690,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,4.0,3.0,1.0,4.0
R0432,ORG42,1,30,3.0,3.0,2690,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,2.0
R0433,ORG42,1,35,6.8,2.8000000000000003,2690,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0
R0434,ORG42,2,27,3.7,3.8000000000000003,2690,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0
R0435,ORG42,2,30,1.8,2.4,2690,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0
R0436,ORG42,1,41,3.6,2.6,2690,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0
R0437,ORG42,2,29,0.0,3.4,2690,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0
R0439,ORG43,2,29,3.3,3.1999999999999997,2703,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,2.0,3.0
R0440,ORG43,2,26,3.6,2.6,2703,5.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,
R0441,ORG43,1,22,1.4,4.2,2703,2.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0
R0442,ORG43,2,30,1.4,4.0,2703,2.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0
R0443,ORG43,2,25,1.2,4.6000000000000005,2703,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0
R0445,ORG44,2,22,0.4,4.6000000000000005,2343,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0
R0446,ORG44,2,31,2.2,2.1999999999999997,2343,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0
R0447,ORG44,2,32,2.4,2.8000000000000003,2343,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,5.0,4.0
R0448,ORG44,1,24,3.2,2.6,2343,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0
R0449,ORG44,1,37,4.4,3.1999999999999997,2343,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0
R0450,ORG44,1,31,0.7,2.1999999999999997,2343,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,
R0451,ORG44,2,24,3.9,2.6,2343,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0
R0452,ORG44,1,41,5.0,2.4,2343,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0
R0453,ORG45,1,35,3.5,2.6,1371,2.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,4.0
R0454,ORG45,1,36,7.7,4.2,1371,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0
R0455,ORG45,2,36,2.3,3.8000000000000003,1371,5.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0
R0456,ORG45,2,32,0.7,2.6,1371,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0
R0457,ORG45,1,33,2.2,2.6,1371,4.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0
R0458,ORG45,2,36,5.7,2.0,1371,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,,,,,,,,,
R0459,ORG45,1,29,0.8,3.0,1371,5.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0
R0460,ORG45,1,28,0.2,4.2,1371,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0
R0462,ORG46,1,39,1.8,4.0,2198,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0
R0463,ORG46,1,30,2.2,1.8,2198,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0
R0464,ORG46,1,32,3.8,4.0,2198,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0
R0465,ORG46,2,33,3.9,2.6,2198,5.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0
R0466,ORG46,1,31,7.9,1.4000000000000001,2198,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0
R0467,ORG46,1,30,1.1,2.8000000000000003,2198,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0
R0468,ORG46,1,38,8.7,3.6,2198,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0
