rid,org_id,flag,flag_reason,resp_sec,sex,age,edu,marital,tenure_yr,career_yr,n_prev_job,n_try_move,rank,firm_size,emp_type,job_fn,wage_10k,org_size,org_industry,SC_SK_01,SC_SK_02,SC_SK_03,SC_SK_04,SC_SJ_01R,SC_SJ_02R,SC_SJ_03R,SC_SJ_04R,SC_CH_01,SC_CH_02,SC_CH_03,SC_CH_04,SC_IS_01R,SC_IS_02R,SC_IS_03R,SC_IS_04R,SC_MI_01,SC_MI_02,SC_MI_03,SC_MI_04,SC_OI_01R,SC_OI_02R,SC_OI_03R,SC_OI_04R,PC_EF_01,PC_EF_02,PC_EF_03,PC_EF_04,PC_EF_05,PC_HO_01,PC_HO_02,PC_HO_03,PC_HO_04,PC_HO_05,PC_RE_01,PC_RE_02,PC_RE_03,PC_RE_04,PC_RE_05R,PC_OP_01,PC_OP_02,PC_OP_03,PC_OP_04,PC_OP_05,CM_CE_01,CM_CE_02,CM_CE_03,CM_CE_04,CM_NW_01,CM_NW_02,CM_NW_03,CM_NW_04,CM_SP_01,CM_SP_02,CM_SP_03,CM_SP_04,CM_MB_01,CM_MB_02,CM_MB_03,CM_MB_04,WE_VI_01,WE_VI_02,WE_VI_03,WE_VI_04,WE_DE_01,WE_DE_02,WE_DE_03,WE_DE_04,WE_AB_01,WE_AB_02,WE_AB_03,WE_AB_04,PA_PA_01,PA_PA_02,PA_PA_03,PA_PA_04,PA_PA_05,PA_PA_06R,PA_PA_07,PA_PA_08,LS_LS_01,LS_LS_02,LS_LS_03,LS_LS_04,LS_LS_05,TI_TI_01,TI_TI_02,TI_TI_03,JP_JP_01,JP_JP_02,JP_JP_03,JP_JP_04,EX_EX_01,EX_EX_02,EX_EX_03,EX_EX_04,W1_SC_p1,W1_SC_p2,W1_SC_p3,W1_WE_p1,W1_WE_p2,W1_WE_p3,W1_TI_p1,W1_TI_p2,W1_TI_p3,W2_SC_p1,W2_SC_p2,W2_SC_p3,W2_WE_p1,W2_WE_p2,W2_WE_p3,W2_TI_p1,W2_TI_p2,W2_TI_p3,W3_SC_p1,W3_SC_p2,W3_SC_p3,W3_WE_p1,W3_WE_p2,W3_WE_p3,W3_TI_p1,W3_TI_p2,W3_TI_p3,left_12m,time_months,event,SK_m,SJ_m,CH_m,IS_m,MI_m,OI_m,SC_TOT,EF_m,HO_m,RE_m,OP_m,PC_TOT,CE_m,NW_m,SP_m,MB_m,CM_TOT,VI_m,DE_m,AB_m,WE_TOT,PA_m,PA_TOT,LS_m,LS_TOT,TI_m,TI_TOT,JP_m,JP_TOT,EX_m,EX_TOT
R0011,ORG02,0,,995,1,23,4,1,5.0,7.0,1,1.0,6,1,1,3,237.0,378,3,4.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,1.0,5.6,1.0,3.25,1.75,2.75,2.25,3.75,3.25,2.8333333333333335,2.8,3.0,1.6,3.4,2.7,2.25,2.0,2.75,2.75,2.4375,3.0,2.75,2.5,2.75,2.125,2.125,2.4,2.4,4.333333333333333,4.333333333333333,1.5,1.5,3.75,3.75
R0012,ORG02,0,,1135,2,34,3,1,5.8,9.5,0,0.0,2,3,1,5,336.0,378,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,,,,,,,,,,,,,,,,,,,0.0,13.5,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0013,ORG02,0,,1146,2,32,3,1,8.0,12.3,2,1.0,2,2,1,5,,378,3,4.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,0.0,9.8,0.0,4.25,3.5,4.75,2.75,2.75,3.0,3.5,3.2,3.8,4.0,3.4,3.6,2.0,2.25,2.75,2.0,2.25,3.5,3.5,2.0,3.0,2.25,2.25,4.2,4.2,4.0,4.0,3.25,3.25,3.0,3.0
R0014,ORG02,0,,753,2,31,1,1,4.8,7.9,2,0.0,2,1,1,7,366.0,378,3,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,3.0,5.0,5.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,30.2,0.0,4.0,2.75,3.25,2.75,2.75,2.25,2.9583333333333335,4.2,3.4,3.0,2.8,3.35,4.0,3.75,4.5,2.75,3.75,3.25,3.75,4.75,3.9166666666666665,2.0,2.0,4.6,4.6000000000000005,2.3333333333333335,2.3333333333333335,4.5,4.5,3.25,3.25
R0015,ORG02,0,,1325,1,36,3,2,3.9,5.3,4,0.0,1,2,1,10,509.0,378,3,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,0.0,5.9,1.0,2.75,4.0,3.0,2.0,3.25,3.0,3.0,4.4,3.6,3.6,2.6,3.55,4.25,3.25,5.0,5.0,4.375,3.5,4.25,2.75,3.5,2.5,2.5,4.6,4.6000000000000005,4.666666666666667,4.666666666666667,4.0,4.0,3.25,3.25
R0016,ORG02,0,,1226,1,39,3,1,5.9,8.0,2,2.0,2,1,1,3,320.0,378,3,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,12.0,0.0,3.75,3.0,3.25,3.0,3.0,2.75,3.125,3.2,2.6,3.4,3.4,3.15,3.5,3.5,4.0,4.0,3.75,3.5,2.5,3.25,3.0833333333333335,3.25,3.25,2.6,2.6,3.6666666666666665,3.6666666666666665,3.75,3.75,4.25,4.25
R0017,ORG02,0,,403,1,27,3,2,5.2,6.7,1,4.0,2,1,1,6,424.0,378,3,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,1.0,12.4,0.0,3.5,3.0,3.75,1.75,2.5,3.0,2.9166666666666665,3.8,3.6,3.8,4.6,3.95,2.75,4.0,3.5,3.25,3.375,2.25,3.25,4.0,3.1666666666666665,3.0,3.0,4.6,4.6000000000000005,3.0,3.0,2.0,2.0,2.5,2.5
R0018,ORG03,0,,445,1,30,3,1,1.6,3.2,1,1.0,2,2,1,5,279.0,2689,1,4.0,3.0,4.0,4.0,2.0,1.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,29.9,0.0,3.75,3.5,4.0,3.25,3.0,2.75,3.375,4.2,3.6,3.8,4.2,3.95,3.75,3.0,4.5,4.75,4.0,4.0,3.75,3.5,3.75,3.125,3.125,2.4,2.4,3.3333333333333335,3.3333333333333335,3.25,3.25,4.0,4.0
R0019,ORG03,0,,647,2,30,3,1,5.6,5.8,0,0.0,1,3,1,10,233.0,2689,1,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,6.1,1.0,3.0,3.5,3.5,4.25,3.25,3.0,3.4166666666666665,2.0,3.0,3.4,2.0,2.6,3.25,4.0,3.0,3.0,3.3125,2.5,3.75,2.25,2.8333333333333335,3.375,3.375,2.6,2.6,4.0,4.0,4.5,4.5,2.75,2.75
R0020,ORG03,0,,577,1,24,3,1,4.3,5.0,0,4.0,2,2,1,5,,2689,1,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,0.0,14.4,0.0,3.25,2.75,4.0,4.5,3.5,3.75,3.625,2.8,3.8,3.0,3.0,3.15,3.5,3.75,3.25,2.75,3.3125,4.5,4.0,3.0,3.8333333333333335,3.0,3.0,2.8,2.8000000000000003,2.6666666666666665,2.6666666666666665,4.25,4.25,3.5,3.5
R0021,ORG03,0,,1053,2,26,3,1,1.5,4.6,0,1.0,2,3,1,5,,2689,1,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,2.0,4.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,1.0,2.0,0.0,13.2,0.0,3.75,3.0,4.0,4.0,4.25,3.5,3.75,4.2,4.0,2.8,3.0,3.5,3.75,3.0,3.0,4.75,3.625,4.5,3.5,4.0,4.0,4.125,4.125,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0
R0022,ORG03,0,,652,2,39,3,1,3.4,5.4,1,0.0,1,3,1,2,219.0,2689,1,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,0.0,12.1,0.0,4.75,3.0,3.25,2.75,4.0,3.0,3.4583333333333335,2.8,2.0,3.0,4.0,2.95,2.75,2.5,3.0,3.25,2.875,4.0,3.25,2.25,3.1666666666666665,2.875,2.875,3.6,3.6,2.6666666666666665,2.6666666666666665,2.75,2.75,3.5,3.5
R0023,ORG03,0,,1164,1,38,3,1,1.0,3.5,1,0.0,1,1,1,9,263.0,2689,1,4.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,1.0,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,1.0,12.2,0.0,4.5,3.5,2.5,2.5,3.25,3.25,3.25,3.4,2.8,2.6,2.4,2.8,3.5,3.5,3.0,2.25,3.0625,3.75,3.0,3.0,3.25,4.375,4.375,2.5,2.5,3.3333333333333335,3.3333333333333335,3.0,3.0,3.0,3.0
R0024,ORG03,0,,780,1,29,2,1,3.8,4.9,1,3.0,4,1,1,1,268.0,2689,1,4.0,4.0,5.0,4.0,2.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,2.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,17.3,1.0,4.25,4.25,3.25,3.0,4.25,3.25,3.7083333333333335,3.4,3.8,4.0,4.0,3.8,3.25,2.75,3.25,3.25,3.125,3.25,3.0,3.0,3.0833333333333335,3.625,3.625,3.4,3.4,3.3333333333333335,3.3333333333333335,3.75,3.75,3.75,3.75
R0025,ORG03,0,,1088,1,36,3,2,4.0,5.0,2,2.0,1,3,1,9,274.0,2689,1,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,8.6,1.0,3.75,2.75,3.5,3.0,3.5,3.0,3.25,3.2,2.2,2.2,3.2,2.7,2.75,2.25,3.0,3.25,2.8125,4.0,2.75,3.0,3.25,2.375,2.375,3.6,3.6,4.333333333333333,4.333333333333333,2.75,2.75,2.75,2.75
R0026,ORG03,0,,868,1,36,3,1,2.5,3.4,1,2.0,2,2,1,5,324.0,2689,1,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,4.0,5.0,5.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,1.0,2.25,3.0,2.5,2.5,3.25,2.75,2.7083333333333335,2.2,1.2,1.2,2.6,1.8,1.75,2.25,1.75,2.0,1.9375,3.25,3.25,2.75,3.0833333333333335,1.25,1.25,2.4,2.4,5.0,5.0,2.25,2.25,4.5,4.5
R0027,ORG03,0,,1188,1,37,3,1,0.9,3.9,1,1.0,2,3,1,4,220.0,2689,1,4.0,5.0,4.0,4.0,1.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,1.0,1.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,,,,,,,,,,0.0,26.3,0.0,4.25,3.25,4.25,3.25,4.75,4.75,4.083333333333333,4.4,5.0,4.8,5.0,4.8,4.75,3.5,4.25,3.25,3.9375,4.25,4.0,4.5,4.25,3.5,3.5,4.4,4.3999999999999995,1.6666666666666667,1.6666666666666667,3.5,3.5,2.25,2.25
R0028,ORG03,0,,635,2,40,2,2,1.1,3.1,1,15.0,1,3,1,7,164.0,2689,1,4.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,6.0,1.0,4.0,3.0,3.25,2.25,3.5,3.25,3.2083333333333335,2.6,2.6,2.4,2.0,2.4,2.25,3.0,2.0,3.25,2.625,3.0,3.0,3.5,3.1666666666666665,3.5,3.5,4.4,4.3999999999999995,3.0,3.0,2.5,2.5,3.25,3.25
