rid,sex,age,tenure_yr,PA_PA_01,PA_PA_02,PA_PA_03,PA_PA_04,PA_PA_05,PA_PA_06R,PA_PA_07,PA_PA_08,SC_SK_01,SC_SK_02,SC_SK_03,SC_SK_04,SC_SJ_01R,SC_SJ_02R,SC_SJ_03R,SC_SJ_04R,SC_CH_01,SC_CH_02,SC_CH_03,SC_CH_04,SC_IS_01R,SC_IS_02R,SC_IS_03R,SC_IS_04R,SC_MI_01,SC_MI_02,SC_MI_03,SC_MI_04,SC_OI_01R,SC_OI_02R,SC_OI_03R,SC_OI_04R,PC_EF_01,PC_EF_02,PC_EF_03,PC_EF_04,PC_EF_05,PC_HO_01,PC_HO_02,PC_HO_03,PC_HO_04,PC_HO_05,PC_RE_01,PC_RE_02,PC_RE_03,PC_RE_04,PC_RE_05R,PC_OP_01,PC_OP_02,PC_OP_03,PC_OP_04,PC_OP_05,CM_CE_01,CM_CE_02,CM_CE_03,CM_CE_04,CM_NW_01,CM_NW_02,CM_NW_03,CM_NW_04,CM_SP_01,CM_SP_02,CM_SP_03,CM_SP_04,CM_MB_01,CM_MB_02,CM_MB_03,CM_MB_04,JP_JP_01,JP_JP_02,JP_JP_03,JP_JP_04
R0138,2,38,0.7,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0
R0139,1,26,1.7,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,2.0,1.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0
R0141,2,21,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0142,2,32,5.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
R0143,2,25,4.1,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,5.0,4.0,3.0,3.0,,4.0,5.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0
R0144,1,23,6.1,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0
R0145,2,35,8.6,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0
R0146,2,29,2.7,3.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,,4.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0
R0147,1,27,2.4,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0
R0148,1,35,3.7,5.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0
R0149,2,28,1.9,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0
R0150,2,40,3.2,4.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,,4.0,4.0,4.0,3.0,5.0,3.0
R0151,1,30,1.9,3.0,1.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0
R0152,2,33,5.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,5.0,4.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0
R0153,2,32,1.4,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0
R0154,2,25,2.1,4.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0
R0155,1,30,0.6,4.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,,4.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,,3.0,3.0,5.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
R0156,1,38,0.2,4.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0
R0157,1,35,6.9,5.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,4.0,5.0,4.0,5.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0
R0159,1,27,6.4,3.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0
R0161,2,32,7.4,3.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0
R0162,2,38,7.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0
R0163,1,31,2.9,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,5.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0
R0164,1,32,0.5,5.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0
R0165,1,29,1.7,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0166,2,36,3.7,2.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0
R0167,2,39,2.4,4.0,3.0,3.0,5.0,3.0,2.0,,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0
R0168,2,26,10.5,4.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
R0169,2,34,4.4,4.0,4.0,5.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0
R0170,2,32,1.8,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0
R0171,2,33,3.1,1.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0
R0172,1,35,2.1,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0
R0173,2,35,0.6,4.0,3.0,5.0,4.0,4.0,1.0,5.0,5.0,4.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,4.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0
R0175,1,32,0.2,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,,5.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,5.0,4.0,,3.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,3.0,1.0,1.0,2.0,2.0
R0176,2,28,0.6,3.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0
R0177,2,22,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0
R0178,2,30,2.4,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0
R0180,2,28,10.6,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,,4.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0
R0181,1,27,6.8,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0
R0183,1,32,3.3,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0
R0184,1,34,3.6,2.0,2.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0
R0185,2,37,2.6,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
R0186,2,31,3.5,4.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,5.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0
R0187,2,27,0.1,1.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0
